split,dataset,example_id,root_channel,successor_channel,mapping_semantics,recall,precision,mrr,best_gold_rank,complete_recovery,distractors,root_recall,root_valid,path_recall,path_gain,selected_root_ids,selected_chunk_ids,gold_chunk_ids,requested_chunks,frontiers,comparisons,index_lookups,token_span_operations,latency_ms,index_memory_bytes,placement,top_score,score_gap
validation,hotpotqa,5a8cefc155429941ae14df55,bm25,native_semantic,unordered_evidence_remainder,0.0,0.0,0.14285714285714285,7,0.0,2,0.0,0.0,0.4,0.2,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=12|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=19,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,0,89.83459998853505,0,CPU exhaustive Python,1.0,0.003793776035308838
validation,hotpotqa,5a8cefc155429941ae14df55,bm25,exact_new_address,unordered_evidence_remainder,0.0,0.0,0.3333333333333333,3,0.0,2,0.0,0.0,0.4,0.2,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=50|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=53,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,88.70270010083914,27579,CPU exhaustive Python,1.0,0.0
validation,hotpotqa,5a8cefc155429941ae14df55,bm25,bm25_state,unordered_evidence_remainder,0.0,0.0,0.2,5,0.0,2,0.0,0.0,0.2,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=57|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=14,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,102.26220008917153,27579,CPU exhaustive Python,1.0,0.01089769608788102
validation,hotpotqa,5a8cefc155429941ae14df55,bm25,approximate_new_address,unordered_evidence_remainder,0.0,0.0,0.3333333333333333,3,0.0,2,0.0,0.0,0.4,0.2,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=50|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=53,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,52.522400161251426,27579,CPU exhaustive Python,1.0,0.0
validation,hotpotqa,5a8cefc155429941ae14df55,bm25,hybrid_state,unordered_evidence_remainder,0.0,0.0,0.3333333333333333,3,0.0,2,0.0,0.0,0.4,0.2,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=16|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=52,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=53|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=50,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,82.19090010970831,27579,CPU exhaustive Python,1.0,0.0024979323148728305
validation,hotpotqa,5a8cefc155429941ae14df55,approx,native_semantic,unordered_evidence_remainder,0.0,0.0,0.14285714285714285,7,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,0,93.97209994494915,0,CPU exhaustive Python,1.0,0.014811664819717407
validation,hotpotqa,5a8cefc155429941ae14df55,approx,exact_new_address,unordered_evidence_remainder,0.0,0.0,0.07692307692307693,13,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=1,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,72.00629985891283,27579,CPU exhaustive Python,1.0,0.0
validation,hotpotqa,5a8cefc155429941ae14df55,approx,bm25_state,unordered_evidence_remainder,0.0,0.0,0.1,10,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,101.3748999685049,27579,CPU exhaustive Python,1.0,0.02878832059702674
validation,hotpotqa,5a8cefc155429941ae14df55,approx,approximate_new_address,unordered_evidence_remainder,0.0,0.0,0.1,10,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=1,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,79.03230004012585,27579,CPU exhaustive Python,1.0,0.01700603318250371
validation,hotpotqa,5a8cefc155429941ae14df55,approx,hybrid_state,unordered_evidence_remainder,0.0,0.0,0.07142857142857142,14,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=45,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,93.81620003841817,27579,CPU exhaustive Python,1.0,0.0014811664819717185
validation,hotpotqa,5a8cefc155429941ae14df55,hybrid,native_semantic,unordered_evidence_remainder,0.0,0.0,0.041666666666666664,24,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,0,74.46189993061125,0,CPU exhaustive Python,1.0,0.014811664819717407
validation,hotpotqa,5a8cefc155429941ae14df55,hybrid,exact_new_address,unordered_evidence_remainder,0.0,0.0,0.07692307692307693,13,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=1,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,99.02819991111755,27579,CPU exhaustive Python,1.0,0.0
validation,hotpotqa,5a8cefc155429941ae14df55,hybrid,bm25_state,unordered_evidence_remainder,0.0,0.0,0.09090909090909091,11,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,114.96399994939566,27579,CPU exhaustive Python,1.0,0.02878832059702674
validation,hotpotqa,5a8cefc155429941ae14df55,hybrid,approximate_new_address,unordered_evidence_remainder,0.0,0.0,0.1,10,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=1,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,64.03989996761084,27579,CPU exhaustive Python,1.0,0.01700603318250371
validation,hotpotqa,5a8cefc155429941ae14df55,hybrid,hybrid_state,unordered_evidence_remainder,0.0,0.0,0.07142857142857142,14,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=3|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=48,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=2|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=0,benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=25|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=26|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=54|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=55|benchmark://hotpotqa/5a8cefc155429941ae14df55#chunk=56,2,2,120,64,120960,87.28029998019338,27579,CPU exhaustive Python,1.0,0.0014811664819717185
validation,hotpotqa,5ac4f8705542995c82c4ad8d,gist,native_semantic,unordered_evidence_remainder,0.0,0.0,0.043478260869565216,23,0.0,2,0.0,0.0,0.2,0.0,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=56|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=10|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=25|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=26,2,2,130,64,0,88.28030014410615,0,CPU exhaustive Python,1.0,0.00576445460319519
validation,hotpotqa,5ac4f8705542995c82c4ad8d,gist,exact_new_address,unordered_evidence_remainder,0.0,0.0,0.09090909090909091,11,0.0,2,0.0,0.0,0.2,0.0,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=52|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=54,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=10|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=25|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=26,2,2,130,64,131904,88.71420007199049,29474,CPU exhaustive Python,1.0,0.0
validation,hotpotqa,5ac4f8705542995c82c4ad8d,gist,bm25_state,unordered_evidence_remainder,0.0,0.0,0.07142857142857142,14,0.0,2,0.0,0.0,0.2,0.0,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=10|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=25|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=26,2,2,130,64,131904,104.34059984982014,29474,CPU exhaustive Python,1.0,0.0026098698885854144
validation,hotpotqa,5ac4f8705542995c82c4ad8d,gist,approximate_new_address,unordered_evidence_remainder,0.0,0.0,0.058823529411764705,17,0.0,2,0.0,0.0,0.2,0.0,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=56|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=60,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=10|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=25|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=26,2,2,130,64,131904,77.6611000765115,29474,CPU exhaustive Python,1.0,0.0
validation,hotpotqa,5ac4f8705542995c82c4ad8d,gist,hybrid_state,unordered_evidence_remainder,0.0,0.0,0.0625,16,0.0,2,0.0,0.0,0.2,0.0,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=18|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=51,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=56|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=57,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=10|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=25|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=26,2,2,130,64,131904,101.56479990109801,29474,CPU exhaustive Python,1.0,0.0007163465023041216
validation,hotpotqa,5ac4f8705542995c82c4ad8d,exact,native_semantic,unordered_evidence_remainder,0.0,0.0,0.043478260869565216,23,0.0,2,0.0,0.0,0.0,0.0,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=16|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=17,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=52|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=57,benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=0|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=1|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=10|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=25|benchmark://hotpotqa/5ac4f8705542995c82c4ad8d#chunk=26,2,2,130,64,0,89.18459992855787,0,CPU exhaustive Python,1.0,0.006041109561920166
